,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,-0.451018620982423,0.296271643996669,-1.52231450468306,0.127930295405202,0.220302978566958,Non-PcB,2.88009989176644
2,A2M,2587.74952662486,-2.92154274449688,0.326233501640639,-8.95537316003521,3.38588446354787e-19,1.14112476115979e-17,Non-PcB,8.00189454564595
3,A2ML1-AS1,112.690024666431,-0.944100024084245,0.317711046771042,-2.97156813928667,0.00296283119621503,0.00914454970970272,Non-PcB,3.46916659102877
4,AAAS,700.039279100862,-0.196926213016369,0.123193870473921,-1.59850658363767,0.109930281387501,0.195713577017743,Non-PcB,6.19523336230065
5,AACS,343.969032104256,-0.264671722657743,0.15824060422129,-1.67259044516548,0.0944079491617805,0.172550498533403,PcB target,5.13038261717723
6,AADAT,253.155607114976,0.587883786871314,0.185384055996003,3.17116692540155,0.00151827870187221,0.00507344007475691,Non-PcB,4.6448510743713
7,AAGAB,521.255212311421,-0.519094709538076,0.147147571755869,-3.52771509134585,0.000419163055545439,0.00163744523656361,PcB target,5.74846232234462
8,AAK1,377.989587636457,0.161603353839052,0.151674283208177,1.06546311227492,0.286666409788411,0.413171685100907,Non-PcB,5.23809859518416
9,AAMDC,401.794267214454,0.870631985478717,0.128537164154665,6.77338722387802,1.25801647045856e-11,1.77691292698141e-10,Non-PcB,5.40654568255628
10,AAMP,957.606125803784,-0.0362595184949986,0.0916945014321837,-0.395438307953675,0.692519442254327,0.784406757490159,Non-PcB,6.55187977154864
11,AAR2,484.430434673382,-0.166408533481584,0.135053714336853,-1.23216554464044,0.217887251222084,0.333421866720977,Non-PcB,5.69298489116556
12,AARS1,2944.37884072252,-0.288527898507411,0.105141170524439,-2.74419522883612,0.00606594510055585,0.0171784176298913,Non-PcB,8.18104912588474
13,AARS2,421.559749159999,0.0597088001870851,0.144994605362751,0.411800149651805,0.680485911687515,0.77548621120694,PcB target,5.403644952031
14,AASDH,99.3939047281389,0.461420688764384,0.294939135825843,1.56446070635009,0.117709413869971,0.206578953198298,Non-PcB,3.32213132878094
15,AASDHPPT,707.308042767516,-0.452166553293001,0.133506350577382,-3.38685426826134,0.000706989316185957,0.00260479563123496,Non-PcB,6.20626505996501
16,AASS,433.306453755428,0.0310185166985521,0.171492999825097,0.180873369351445,0.856466972243168,0.904609518577124,Non-PcB,5.38720823215275
17,AATF_1,72.9183454937874,1.17058673257999,1.21880072084191,0.96044145081518,0.33683308481376,0.466284408016053,Non-PcB,2.50933369173761
18,ABALON,449.883200690767,-0.287549235779194,0.123139224685951,-2.33515548366126,0.0195352997211994,0.0465551190133077,Non-PcB,5.47187629184629
19,ABAT,1266.17466228023,0.0662856713115779,0.129424585801705,0.512156719691078,0.608541330850899,0.716692249402909,Non-PcB,7.07042747714947
20,ABCA2,625.282225325304,0.250024939134826,0.210268967992602,1.1890719849047,0.23441134144946,0.353373902549605,Non-PcB,5.97310941918395
21,ABCA3,2342.08229696431,0.621106298529526,0.15084025339726,4.11764290062382,3.8276718771777e-05,0.000192009829082206,Non-PcB,7.86169752741993
22,ABCA5,90.8987030051448,0.0706139437568827,0.317551833472831,0.222369819076873,0.824026004554007,0.884010147059943,PcB target,3.20201440762722
23,ABCA7,55.3698427437754,1.45834082683929,0.403712143642182,3.61232836268569,0.000303459960932803,0.00123177112330845,Non-PcB,2.46501341967532
24,ABCB1,64.8269237269323,4.06791261108786,0.4952132334586,8.21446669079764,2.13109239744143e-16,5.19185320314656e-15,PcB target,2.80669790632273
25,ABCB10,489.787786360601,-0.153549130315414,0.133237118004543,-1.15245010260713,0.249136162641106,0.371416813826122,Non-PcB,5.68971922136561
26,ABCB4,81.7792350024347,1.12564544832525,0.300475770558201,3.7462103724174,0.000179526055821469,0.000767365538161062,Non-PcB,3.19525561680556
