,Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,effect,target,Label
1,FAM41C,0.333851606623279,6.00836956469861e-07,0.00527291775688142,0.864115584575698,1,NS,PcB target,NA
2,SAMD11,220.364239828292,4.09209194686588e-05,0.00527099238169902,0.773944342129093,1,NS,PcB target,NA
3,KLHL17,143.178068955403,-9.7724467690319e-05,0.00527189291104855,0.347368794822537,1,NS,PcB target,NA
4,PLEKHN1,3.58383385891865,2.84964853674069e-06,0.0052728750601454,0.894594215230127,1,NS,PcB target,NA
5,PERM1,1.30166532806867,-6.11855615969932e-06,0.00527290524786706,0.610436973541377,1,NS,PcB target,NA
6,ISG15,333.044441017627,0.000182332703264488,0.00527053475762524,0.249922204311152,1,NS,PcB target,NA
7,LOC100288175,7.01654206495136,1.66849214985725e-05,0.0052728551536018,0.519970514014334,1,NS,PcB target,NA
8,RNF223,0.69742677017827,4.27272069165913e-06,0.00527291524972029,0.492559161748773,1,NS,PcB target,NA
9,C1orf159,251.55151644887,7.44292885998526e-05,0.00527116247077539,0.584310926329762,1,NS,PcB target,NA
10,TTLL10,1.7392998072335,-1.03129146218773e-05,0.00527289811188709,0.486370505334089,1,NS,PcB target,NA
11,TNFRSF18,1.10661894956092,7.19016645165733e-06,0.00527290859006965,0.491010872630472,1,NS,PcB target,NA
12,SDF4,2238.90482123054,-5.87260187572213e-05,0.00526731165132338,0.808919872947462,1,NS,PcB target,NA
13,C1QTNF12,5.50784954289656,7.57544749903503e-06,0.00527286456475107,0.751702558378658,1,NS,PcB target,NA
14,ATAD3C,3.07156791395054,-7.55510639216593e-06,0.00527288697414615,0.680645087562253,1,NS,PcB target,NA
15,ATAD3B,479.693478662751,-0.000181378066975548,0.00526968922999033,0.325337286257718,1,NS,PcB target,NA
16,SSU72,1382.73618079939,0.000338402261773267,0.00526665007935219,0.187473944865945,1,NS,PcB target,NA
17,CFAP74,3.05871444114949,5.36773355375341e-06,0.00527289257960682,0.747430644146991,1,NS,PcB target,NA
18,GABRD,0.623626824868811,-1.45604032378956e-08,0.00527291693333786,0.997465514222483,1,NS,PcB target,NA
19,MEGF6,136.135748727977,-8.58921570608838e-05,0.00527249619885028,0.198251274035891,1,NS,PcB target,NA
20,TP73,83.2730767526953,3.00349738256944e-05,0.0052720876023847,0.748332303936312,1,NS,PcB target,NA
21,HES3,2.89081224459832,-2.2535826414626e-05,0.0052728804442684,0.26327062890701,1,NS,PcB target,NA
22,LINC01672,0.0865049811293523,0,0.00527291815998666,1,1,NS,PcB target,NA
23,CAMTA1,545.811423009138,-0.000187704209951345,0.00526858023189856,0.37971736560317,1,NS,PcB target,NA
