,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,-0.374637958909131,0.29755086593169,-1.2590719833265,0.208004332890913,1,Non-PcB,2.8761074971739
2,A2M,2587.74952662486,0.973618550201115,0.332037326595689,2.93225632245455,0.00336508884182813,1,Non-PcB,5.57285496853353
3,A2ML1-AS1,112.690024666431,0.172673803271922,0.330544960007958,0.52239127550989,0.601397929258884,1,Non-PcB,2.96832060693183
4,AAAS,700.039279100862,-0.0391719582618242,0.123836415157519,-0.316320189113983,0.751759488595452,1,Non-PcB,6.14896837129566
5,AACS,343.969032104256,-0.0836368188391052,0.159419989944227,-0.524631941504735,0.599839077599869,1,PcB target,5.07593482875453
6,AADAT,253.155607114976,0.025629083335124,0.181083522834737,0.141531835331666,0.887449812202801,1,Non-PcB,4.92118787725049
7,AAGAB,521.255212311421,0.0395024801917998,0.149694144691935,0.263887944803014,0.791866265142867,1,PcB target,5.48390009928663
8,AAK1,377.989587636457,0.0801686687189785,0.151257380841326,0.530014920746764,0.596101585748095,1,Non-PcB,5.31087616906979
9,AAMDC,401.794267214454,0.212204104281235,0.123801445251466,1.71406806964333,0.086516225179616,1,Non-PcB,5.69946588624479
10,AAMP,957.606125803784,-0.152700697966659,0.0912995240435286,-1.67252457848363,0.0944209253637192,1,Non-PcB,6.6451663691148
11,AAR2,484.430434673382,0.0792737442175406,0.136358271180258,0.581363664494876,0.560995381018316,1,Non-PcB,5.60341249888975
12,AARS1,2944.37884072252,-0.0639124469756942,0.105405635151204,-0.606347534304138,0.544284000023545,1,Non-PcB,8.09278758205669
13,AARS2,421.559749159999,-0.147319641304172,0.143967345097442,-1.02328511513817,0.306173059403119,1,PcB target,5.54622245876902
14,AASDH,99.3939047281389,0.0198507921312987,0.289689297476519,0.0685244235952753,0.945368178550064,1,Non-PcB,3.54623797592652
15,AASDHPPT,707.308042767516,0.202181896344157,0.136024448472755,1.48636438974169,0.137182763626011,1,Non-PcB,5.90457334229247
16,AASS,433.306453755428,-0.174721407686227,0.170626861559578,-1.02399707812254,0.305836654998025,1,Non-PcB,5.52837811145658
17,AATF_1,72.9183454937874,1.31906889937596,1.22040679498787,1.08084362099038,0.279766680978469,1,Non-PcB,2.49351029564951
18,ABALON,449.883200690767,0.0024158693834219,0.125043452730022,0.0193202389303656,0.98458563860971,1,Non-PcB,5.35850101345174
19,ABAT,1266.17466228023,0.245238626695629,0.129840549292658,1.88876763100306,0.0589229718531119,1,Non-PcB,7.01953850668834
20,ABCA2,625.282225325304,0.112338263487237,0.209934233234896,0.535111695487707,0.592572623068354,1,Non-PcB,6.07908572099677
21,ABCA3,2342.08229696431,-0.00474451021903533,0.150210990336156,-0.031585639695322,0.974802495539787,1,Non-PcB,8.16821395466644
22,ABCA5,90.8987030051448,-0.156885109616199,0.315126095132868,-0.497848677209834,0.618590703609514,1,PcB target,3.36379722157473
23,ABCA7,55.3698427437754,-0.212415192491983,0.372740143033968,-0.569874741054186,0.568762657833295,1,Non-PcB,3.17245791651769
24,ABCB1,64.8269237269323,0.0025821651259427,0.351628146272039,0.00734345402470993,0.994140824071395,1,PcB target,3.72185604283309
