,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,-0.186370634401648,0.288793800676095,-0.645341534220388,0.518705882474529,0.944820480734306,Non-PcB,3.05873360828809
2,A2M,2587.74952662486,-0.306661084369625,0.331026030421509,-0.926395679455,0.35424038861342,0.911574840037684,Non-PcB,5.54765620581872
3,A2ML1-AS1,112.690024666431,-0.0277074905835376,0.326161852591868,-0.0849501263356155,0.93230104072716,0.99246492814949,Non-PcB,2.98136516562731
4,AAAS,700.039279100862,-0.0455795524339947,0.124333070019018,-0.366592350908917,0.713923114678387,0.974122507295963,Non-PcB,6.03097939977651
5,AACS,343.969032104256,0.0255156843838937,0.158060378884125,0.161429983681106,0.871754752796536,0.989260188481561,PcB target,5.11481500378978
6,AADAT,253.155607114976,0.196114485058922,0.179358390293627,1.09342241942439,0.274208374469361,0.892582233085746,Non-PcB,5.0061387727026
7,AAGAB,521.255212311421,-0.0695026191225572,0.148582200997384,-0.467772173625162,0.639947521843645,0.965783789528049,PcB target,5.52694969408475
8,AAK1,377.989587636457,-0.113681631298627,0.150736863239211,-0.754172727597636,0.450745511458773,0.933799159263823,Non-PcB,5.29301164148272
9,AAMDC,401.794267214454,-0.101811541872497,0.12269244448713,-0.829811014835368,0.406645642162534,0.930484616624643,Non-PcB,5.73594196309385
10,AAMP,957.606125803784,0.0211270301394234,0.0903113660573088,0.233935450893488,0.815035090862305,0.985900393728766,Non-PcB,6.71194567014568
11,AAR2,484.430434673382,-0.171852842104526,0.135777648580354,-1.26569316747905,0.205622955449177,0.865708281466716,Non-PcB,5.60078459411526
12,AARS1,2944.37884072252,-0.0607067261680333,0.1051114723546,-0.577546149893473,0.563570572343104,0.948703496765399,Non-PcB,8.16108123708621
13,AARS2,421.559749159999,-0.0012048454933737,0.145167935060887,-0.00829966681601111,0.993377900014425,0.998301509399739,PcB target,5.377670572419
14,AASDH,99.3939047281389,0.0952734439487729,0.288630203438156,0.330088268011726,0.741333267661045,0.977340190410559,Non-PcB,3.53764956836941
15,AASDHPPT,707.308042767516,0.106840566329873,0.135616391720875,0.787814547888668,0.43080519028559,0.930484616624643,Non-PcB,5.88745669788601
16,AASS,433.306453755428,0.131474025862666,0.17050700958397,0.771076955624621,0.440661318836655,0.930855754700153,Non-PcB,5.48264116971229
17,AATF_1,72.9183454937874,0.709610768469217,1.21129619649933,0.585827620461457,0.557991360621382,0.948703496765399,Non-PcB,3.0866211319394
18,ABALON,449.883200690767,0.131318841247485,0.122332626119738,1.07345722406834,0.283066021313598,0.894991029707826,Non-PcB,5.50152870319404
19,ABAT,1266.17466228023,-0.28164165272467,0.12910494739393,-2.18149388082948,0.0291469065686425,0.645116445232711,Non-PcB,7.14155624615692
20,ABCA2,625.282225325304,-0.314875791003611,0.209388156100336,-1.50378988414572,0.132635476667727,0.83324722894052,Non-PcB,6.12850231053349
21,ABCA3,2342.08229696431,-0.16671292953851,0.149981605855989,-1.1115558377111,0.266329169470637,0.889891137735832,Non-PcB,8.25190649931862
22,ABCA5,90.8987030051448,0.0485057376884701,0.315423698453501,0.153779623808516,0.877783500557961,0.98946670394851,PcB target,3.27937090053895
23,ABCA7,55.3698427437754,-0.222872272770608,0.36973926382149,-0.602782270043709,0.546653543067978,0.948239602499783,Non-PcB,3.19221772890044
24,ABCB1,64.8269237269323,-0.213828307059483,0.352468695301268,-0.606659002373859,0.544077235130453,0.948239602499783,PcB target,3.61933307115638
25,ABCB10,489.787786360601,0.298306592559333,0.136846115668899,2.17986890677327,0.0292671803336096,0.645116445232711,Non-PcB,5.36938339233943
26,ABCB4,81.7792350024347,-0.253588579897127,0.279216901726927,-0.908213572776964,0.363765394467948,0.917577749752608,Non-PcB,3.81933772994361
27,ABCB6,596.055516739684,-0.0814255728166746,0.158482560542856,-0.513782541989256,0.607404035024386,0.958932372324219,Non-PcB,6.28000214999769
28,ABCB7,332.233628338401,0.219610951358133,0.154091255359293,1.4252006114563,0.154099219650627,0.846877098502745,Non-PcB,5.1793244136677
29,ABCB8,189.983705327149,0.150793845279227,0.191916586769448,0.785725964688906,0.432028048358026,0.930484616624643,Non-PcB,4.37326283432312
30,ABCB9,149.880034471866,-0.382175732292774,0.222212631205721,-1.71986502395969,0.0854569795599128,0.780626283630847,Non-PcB,3.98068652604374
31,ABCC1,91.6788564147781,-0.345423887999678,0.39285862043083,-0.87925749884492,0.379261674578862,0.920227467888607,Non-PcB,3.63170524379621
32,ABCC1_1,178.518800116612,0.0794445791931295,0.241297548329309,0.329239064976773,0.741974997791513,0.977340190410559,Non-PcB,4.50442922603972
33,ABCC10,342.764197034862,-0.276983934119477,0.204634532510888,-1.35355421551218,0.175878642223227,0.846877098502745,Non-PcB,5.30850060238829
34,ABCC11,86.77339023604,-0.0216998991002393,0.296225216166587,-0.0732547329395348,0.94160341275156,0.993265659127133,Non-PcB,3.10711179647866
35,ABCC4,292.866616086874,-0.0382049552167189,0.171630530128646,-0.222599995397569,0.823846840031254,0.987304109487475,Non-PcB,4.69847521346678
36,ABCC5,372.259137785347,-0.219809605604299,0.161444955472754,-1.36151423846374,0.173351237014716,0.846877098502745,Non-PcB,5.51324561367901
37,ABCD1,158.464079255291,-0.346194136622847,0.26134163050037,-1.32468040380714,0.185277175386568,0.854280537270021,Non-PcB,4.64026196721966
38,ABCD3,1119.38665901264,0.0285431439594053,0.119670432285921,0.238514588893679,0.811482001516669,0.9857905666011,Non-PcB,6.66233442588544
39,ABCD4,186.56567264027,-0.272732720732412,0.208134383206254,-1.31036840973143,0.190071235037359,0.859539474450468,Non-PcB,4.60439524735324
40,ABCE1,1366.54412621372,0.136491019074726,0.13236798588525,1.03114826566184,0.30247129681611,0.902751883942076,Non-PcB,7.23878320503578
41,ABCF3,460.740937470336,-0.0575958995953408,0.155540871330355,-0.370294309802419,0.711163213096831,0.974122507295963,PcB target,5.56895790714676
42,ABHD10,450.104795738974,0.0222263422738883,0.162656812972636,0.136645627488272,0.891310909220957,0.98946670394851,Non-PcB,5.7276197918709
43,ABHD11,123.768618928722,-0.405220293463856,0.230210950330559,-1.76021293896751,0.0783717089581676,0.766062025673222,PcB target,3.74625081563346
44,ABHD12,1716.490200669,-0.0435328302444017,0.0907311401342604,-0.479800321917961,0.631369383942776,0.965339403690453,Non-PcB,7.41596630951663
45,ABHD13,123.293371260834,0.413113810848109,0.256771884071796,1.60887478915954,0.107643723133774,0.806336191043011,Non-PcB,3.64775758824723
46,ABHD14B,67.2058697714414,-0.0955675045141202,0.271342282159844,-0.352202774125054,0.72468619662866,0.976161581443916,Non-PcB,2.96191651492961
47,ABHD15,159.097794064137,-0.0195755701674024,0.201477956367857,-0.0971598606631759,0.922599443731612,0.99108711375916,Non-PcB,4.22030494276799
48,ABHD17A,1077.58691600394,-0.051950239350005,0.143232313473131,-0.362699156987018,0.716829629527887,0.974487959367123,Non-PcB,7.18873544768511
49,ABHD17B,213.071369928736,0.156283781505788,0.207768140056623,0.752202823123872,0.451929096160215,0.933799159263823,Non-PcB,4.41801621880212
50,ABHD17C,261.51274108654,-0.0193394584374827,0.16301086275291,-0.118639077855795,0.905561304323074,0.989516521472531,Non-PcB,4.98611995359239
51,ABHD18,91.1723908759635,0.078665826892788,0.2402809380517,0.327391042879406,0.743372140269588,0.977707802398932,Non-PcB,3.4711241352796
52,ABHD2,1040.38343266685,-0.143220698515162,0.133043171123469,-1.07649793150411,0.281704625498034,0.893367519459079,Non-PcB,6.84722684723157
53,ABHD3,136.340615235592,-0.0221312046444705,0.227174128908205,-0.0974195642383784,0.922393208609843,0.99108711375916,Non-PcB,3.8517331758628
54,ABHD4,898.227835171181,-0.552889573629316,0.190117258452698,-2.90815036009409,0.00363573481871652,0.448699854967404,PcB target,6.76770121687754
55,ABHD5,171.618452061701,-0.272857780699572,0.195342919268866,-1.39681428802656,0.162469424542315,0.846877098502745,Non-PcB,4.13953076909289
56,ABHD8,128.352749134422,0.0199210236118632,0.211485141840719,0.0941958543209,0.924953577905917,0.99108711375916,Non-PcB,4.04212412475085
57,ABI1,658.102466976639,-0.12789742259172,0.125623975475998,-1.01809723905893,0.308631747306078,0.903298342014951,Non-PcB,6.17199178774584
58,ABI2,1903.01470449702,0.0884467318149645,0.101645718366119,0.870147146743426,0.384219995298348,0.921994579022686,Non-PcB,7.50739972828684
59,ABITRAM,226.898368533233,0.0128255457194531,0.177667051458943,0.0721886563329213,0.94245177255607,0.993265659127133,Non-PcB,4.38596585980072
60,ABL1,1321.12904364402,-0.0577044019519438,0.117953714886994,-0.489212247424574,0.624691439587374,0.963321404201777,Non-PcB,7.20586164500389
61,ABL2,498.917271158848,-0.0919694086035761,0.145749761058861,-0.631008983722686,0.528034650414322,0.94586733771782,Non-PcB,5.50635064151417
62,ABLIM1,1584.49388415234,0.144954616730245,0.130097519807501,1.11419969377377,0.265193526780659,0.88863337672332,PcB target,8.08273637071749
63,ABO,37.4196571357675,-0.0914362632473913,0.338837958591615,-0.269852479419506,0.787273747181929,0.982511011601595,Non-PcB,3.06008934103888
64,ABR,32.181102055274,-0.0361667560394619,0.670415887565362,-0.0539467466542339,0.95697759242129,0.995235216350318,PcB target,0.675241666203187
65,ABR_1,59.3145997731225,-0.867103413770923,0.9549300155558,-0.908028232064987,0.363863305837586,0.917577749752608,Non-PcB,1.15523277460888
66,ABR_2,47.3037971524801,0.579484566312604,0.559582620517488,1.0355656967629,0.300404802291301,0.902751883942076,Non-PcB,2.26338533104433
67,ABRACL,282.524923412024,0.106225363446122,0.161368177113009,0.658279503100108,0.510358546256929,0.943941179449765,Non-PcB,5.07935815770632
68,ABRAXAS1,373.750136262384,0.215043475289505,0.170906482847864,1.25825230094362,0.20830052563266,0.865708281466716,Non-PcB,5.37591562802097
69,ABRAXAS2,269.727804736155,-0.0559620773405583,0.15654469125202,-0.357483073319079,0.720730195720635,0.975430213864744,Non-PcB,4.84693583355974
70,ABT1,455.117833201854,0.0433922320169232,0.126753794222418,0.342334778087841,0.732098965785932,0.976944143693937,PcB target,5.74184357923199
71,ABTB2,861.043222546036,-0.286197874297341,0.157220780300436,-1.82035653143586,0.0687047275633623,0.744620336151244,Non-PcB,6.48343736911255
72,ACAA1,202.216117695179,-0.0550181742960662,0.201658597692985,-0.272828309457098,0.784985197008494,0.982511011601595,Non-PcB,4.56926457732213
73,ACAA2,237.992880210052,0.14348674604116,0.182684347107617,0.785435360571064,0.432198355253742,0.930484616624643,Non-PcB,5.01258739724759
74,ACACA,99.3404097080694,0.0651485777372117,0.620601810310444,0.104976454555655,0.916394492014282,0.991008407231439,Non-PcB,2.97695395744623
75,ACACA_1,73.9904391103232,0.31968575301843,1.01057029745871,0.3163419247749,0.751742992392167,0.978266768901073,Non-PcB,2.2398509467203
76,ACACB,67.2484766211347,-0.375069380154048,0.320937296016657,-1.16866872379513,0.242537127737122,0.871634166902152,PcB target,3.38231812678471
