,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,-0.16281571464419,0.288658234326294,-0.564043201553523,0.57272473125309,0.686406959346229,Non-PcB,3.0124140744654
2,A2M,2587.74952662486,-3.53816773197163,0.327556312653058,-10.801708272126,3.37858406731885e-27,2.24105045013092e-25,Non-PcB,7.94352862931595
3,A2ML1-AS1,112.690024666431,-0.961046816794538,0.31560267012722,-3.04511624190993,0.00232590395092088,0.00727155895723113,Non-PcB,3.42901685726258
4,AAAS,700.039279100862,-0.326330798497606,0.123089023956976,-2.6511770749898,0.00802117757536173,0.0214586557352356,Non-PcB,6.14208159588214
5,AACS,343.969032104256,-0.172095433494448,0.15661418876906,-1.09884956686917,0.271833687799312,0.392785135272965,PcB target,5.17857200151415
6,AADAT,253.155607114976,0.752073673917408,0.1834989327327,4.09851797346932,4.15803954701964e-05,0.00020011759244098,Non-PcB,4.7595551233087
7,AAGAB,521.255212311421,-0.533273594548727,0.146433450562306,-3.64174710423711,0.00027079402624206,0.00108620028841383,PcB target,5.74459917097228
8,AAK1,377.989587636457,0.0419477798022268,0.151459762884069,0.276956592321716,0.781813437098907,0.85166176063868,Non-PcB,5.1821840080972
9,AAMDC,401.794267214454,0.746648356903838,0.128389062259606,5.81551374987143,6.0447944057099e-09,5.79627082182907e-08,Non-PcB,5.33657279589685
10,AAMP,957.606125803784,0.11249500890149,0.0905465304923188,1.24239999357052,0.214089018008548,0.326061672569113,Non-PcB,6.63695721924006
11,AAR2,484.430434673382,-0.304119524885708,0.134975719133817,-2.25314246767746,0.0242501675402762,0.0549574285467481,Non-PcB,5.63487042937969
12,AARS1,2944.37884072252,-0.231302409944222,0.104880945439301,-2.20538067210774,0.0274273931631817,0.061111265411974,Non-PcB,8.21828962674502
13,AARS2,421.559749159999,-0.043135443385616,0.144688794359947,-0.298125667412133,0.765607252040896,0.839903025168522,PcB target,5.36256383907405
14,AASDH,99.3939047281389,0.486789315851856,0.293118285958844,1.66072653659078,0.0967683812942772,0.172893024623416,Non-PcB,3.34055712546015
15,AASDHPPT,707.308042767516,-0.51753369550401,0.133151246348128,-3.88681074866473,0.000101569878654696,0.000451817036294473,Non-PcB,6.18312776359593
16,AASS,433.306453755428,0.13206950670474,0.170324595249133,0.775398917059297,0.438103974845865,0.564167697990921,Non-PcB,5.44510047309233
17,AATF_1,72.9183454937874,1.55266084446731,1.21685244215595,1.27596476834644,0.201967973670328,0.310953998409026,Non-PcB,2.77449751540874
18,ABALON,449.883200690767,-0.0809912764128542,0.120820685602896,-0.670342797747815,0.50263929054133,0.622972723976405,Non-PcB,5.57431627254995
19,ABAT,1266.17466228023,-0.0834226312067793,0.129411593619447,-0.644630275183035,0.519166810506555,0.637659596959248,Non-PcB,7.00165834475612
20,ABCA2,625.282225325304,0.0824581638699843,0.210289268986629,0.392117792160033,0.694971181853856,0.785937632879168,Non-PcB,5.88872636776995
21,ABCA3,2342.08229696431,0.617342766661617,0.150724106027007,4.09584626463799,4.20629005851676e-05,0.000202284897955678,Non-PcB,7.86457705778911
22,ABCA5,90.8987030051448,0.092780687503309,0.315520354059687,0.294056108614019,0.768715029107318,0.842216923399388,PcB target,3.22100915155115
23,ABCA7,55.3698427437754,1.51793979770065,0.401326348010667,3.7823078530102,0.000155381026525022,0.000665064652518233,Non-PcB,2.53119981240532
24,ABCB1,64.8269237269323,3.84069575634389,0.495650359197061,7.74880051043582,9.27646169058967e-15,1.86583039859844e-13,PcB target,2.6277285166997
25,ABCB10,489.787786360601,-0.29463820896443,0.133158377972677,-2.21268998203693,0.0269190265364769,0.0601064089857995,Non-PcB,5.63103632889023
26,ABCB4,81.7792350024347,1.18077131228779,0.298454701881389,3.95628316405966,7.612492152694e-05,0.000349003059268841,Non-PcB,3.21505901644504
27,ABCB6,596.055516739684,0.570131329921874,0.160656710502039,3.54875515713138,0.000387056796344924,0.00148253838721878,Non-PcB,5.95693439851783
28,ABCB7,332.233628338401,0.11965455998871,0.153191851577777,0.781076530875148,0.434757484355753,0.561007630449206,Non-PcB,5.19448044984946
29,ABCB8,189.983705327149,0.118072246269979,0.19125022701457,0.617370489505272,0.536990382239528,0.654144461243905,Non-PcB,4.35690149607502
30,ABCB9,149.880034471866,-0.317302708215068,0.222454871317863,-1.42636889152083,0.153761888347345,0.251816141012829,Non-PcB,3.89893773183616
31,ABCC1,91.6788564147781,0.595982424685712,0.401173430653016,1.48559794629369,0.137385498599582,0.230184339983385,Non-PcB,3.16842443506628
32,ABCC1_1,178.518800116612,0.145845130007123,0.24153427703658,0.603827878165031,0.545958082689332,0.662091361903106,Non-PcB,4.44061060749792
33,ABCC10,342.764197034862,0.0534933445286033,0.20596028795775,0.259726499020903,0.795074750653267,0.861925206145414,Non-PcB,5.10642686487147
34,ABCC11,86.77339023604,-0.234757971502169,0.293014153425159,-0.801183044429733,0.423025685629069,0.549024973574543,Non-PcB,3.17760489907528
35,ABCC4,292.866616086874,-0.377005525499383,0.168986197936037,-2.23098412831374,0.0256821803724013,0.0577860550315834,Non-PcB,4.84153540207718
36,ABCC5,372.259137785347,0.378901128323488,0.164526968529877,2.30297276920096,0.0212803752625397,0.0493389150544794,Non-PcB,5.19234033844772
37,ABCD1,158.464079255291,0.939930050303889,0.271041778986616,3.46784194605771,0.00052465577025187,0.00195016194199771,Non-PcB,4.06477634160748
38,ABCD3,1119.38665901264,-0.247829179023615,0.118834207790636,-2.08550369149802,0.0370236034248105,0.0785790509291395,Non-PcB,6.76933935527065
