,Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,effect,target,Label
1,GSN,996.987558813967,-2.9129185077612,0.129508884397466,1.54424547261538e-112,1.00520085297444e-108,Downregulated,PcB target,GSN
2,EYA4,799.790347207316,-4.1835348873402,0.203650642236245,3.32083501836474e-94,9.26418089123238e-91,Downregulated,PcB target,EYA4
3,DMRTA2,523.923170832472,-7.22446911316621,0.392427828539052,4.13215494845197e-77,7.33570198485182e-74,Downregulated,PcB target,DMRTA2
4,SFRP1,671.658757173415,-7.23145002456186,0.402812022044674,1.70881166503685e-73,2.56689801498766e-70,Downregulated,PcB target,SFRP1
5,ABLIM1,1572.91711703577,2.32965238607437,0.140021285967417,1.05902826919068e-63,1.1489280022642e-60,Upregulated,PcB target,ABLIM1
6,MAGEA6,347.412354860506,6.04627587883295,0.375134282431189,2.18974998414394e-59,1.78172657043179e-56,Upregulated,PcB target,MAGEA6
7,ITPKB,1892.84488715906,-1.82446645632347,0.119455606377989,6.09289768778921e-55,3.83813245313379e-52,Downregulated,PcB target,ITPKB
8,PCDH1,289.425689217522,-3.89414785017387,0.256924685817852,2.84466880547133e-52,1.63384389509542e-49,Downregulated,PcB target,PCDH1
9,ARHGAP29,510.923699849386,-3.13962122824893,0.216811398728869,6.19574923476797e-48,2.74978616037611e-45,Downregulated,PcB target,ARHGAP29
10,CCND2,2303.18435034278,-1.3152082403858,0.0935500775333396,9.40717506122061e-47,4.08229587990036e-44,Downregulated,PcB target,CCND2
11,STOM,467.772332509094,-2.72255451785929,0.19151517160798,1.17804495118278e-46,5.0010569144994e-44,Downregulated,PcB target,STOM
12,ANK1,387.022508081908,-3.60007136387048,0.252447004105507,1.72052657718332e-46,7.14860489345445e-44,Downregulated,PcB target,ANK1
13,HSPA12A,351.116945842277,2.64757514160025,0.191761545783212,2.80990334635995e-44,9.7985343835209e-42,Upregulated,PcB target,HSPA12A
14,SLIT2,479.803631262113,3.38240580246643,0.244417037008533,6.56405574075874e-44,2.1725911950091e-41,Upregulated,PcB target,SLIT2
15,NT5E,285.760101132116,-6.16416901693315,0.450431092050796,1.27148779110855e-43,4.13826893079463e-41,Downregulated,PcB target,NT5E
16,CDH8,376.692191224155,2.72671424090867,0.200561081381574,6.80602154591914e-43,2.04473828844168e-40,Upregulated,PcB target,CDH8
17,HEY2,169.870931782184,-3.92999670122875,0.294556323404343,5.36615673337021e-41,1.51780619382616e-38,Downregulated,PcB target,HEY2
18,RAB29,194.42488404359,-3.00071762166941,0.226372103607048,1.30271728159713e-40,3.5830229683139e-38,Downregulated,PcB target,RAB29
19,RIMS4,1156.42645197058,-2.41396616208823,0.184425762594018,1.54873902353495e-40,4.14298296597129e-38,Downregulated,PcB target,RIMS4
20,LINC01694,235.092491066917,4.14426943563156,0.313504515154415,2.534816022115e-40,6.59998497064822e-38,Upregulated,PcB target,LINC01694
21,ADARB2,321.128403819339,7.24734698623251,0.561832215329091,1.55640237764463e-39,3.89659302956979e-37,Upregulated,PcB target,ADARB2
22,RPS6KA2,1046.16865006708,1.74070676407541,0.136470578133035,1.64744942942652e-39,4.07232815922039e-37,Upregulated,PcB target,RPS6KA2
23,CDH11,225.326643648136,3.06363264777721,0.235287089969993,3.16775964618762e-39,7.63703831737677e-37,Upregulated,PcB target,CDH11
24,TNFRSF19,322.494908848589,-2.25501039048591,0.176542783228637,4.21654156720003e-39,1.0041539478571e-36,Downregulated,PcB target,TNFRSF19
25,CAVIN1,930.208149203013,-4.25710707845991,0.327580132465455,4.57762598122958e-39,1.07701060435483e-36,Downregulated,PcB target,CAVIN1
26,PDLIM3,306.644767021359,-7.20900125087701,0.563308965681462,6.06240665003315e-39,1.40936520311723e-36,Downregulated,PcB target,PDLIM3
27,LIMS2,165.073826839643,4.61815697460553,0.359461476736301,2.60529765320829e-38,5.78139233771041e-36,Upregulated,PcB target,LIMS2
28,EFHD1,280.360428941105,-2.66507244895201,0.212885236800774,7.17478530048537e-37,1.50655061664385e-34,Downregulated,PcB target,EFHD1
29,VCAN,872.190900896411,2.28749974852234,0.185331959940719,1.12706529544899e-36,2.31677169363451e-34,Upregulated,PcB target,VCAN
30,RUNX1,245.637679130731,-2.93487648329737,0.237019766058826,8.63392465600878e-36,1.70306344123777e-33,Downregulated,PcB target,RUNX1
31,CHST2,258.381846032204,-2.94531333617785,0.238129221014002,1.04765530754421e-35,2.04586128457234e-33,Downregulated,PcB target,CHST2
32,OTULINL,322.325809307162,5.55198932600455,0.453544228272492,3.02599604060126e-35,5.68188948854436e-33,Upregulated,PcB target,OTULINL
33,ADIPOR2,954.196467440826,-1.23967557615996,0.10354981764609,7.88018499912418e-35,1.45173823266884e-32,Downregulated,PcB target,ADIPOR2
34,S1PR3,195.331212884121,-5.58787002216386,0.462320650944473,1.95941363635608e-34,3.51040637529923e-32,Downregulated,PcB target,S1PR3
35,COL2A1,746.998205582823,-7.83858525387881,0.663936588518577,5.59538534433041e-34,9.66961814195436e-32,Downregulated,PcB target,COL2A1
36,TRIO,2950.30604186806,1.37071642205674,0.119326325197242,1.84294476341402e-32,3.02428784369319e-30,Upregulated,PcB target,TRIO
37,WLS,2402.79526408905,1.35241196721821,0.11815865902233,3.08687078998736e-32,4.98185229643581e-30,Upregulated,PcB target,WLS
38,ADAMTS18,135.983619303496,-5.30590823457159,0.458449291704792,1.07107855195105e-31,1.67328175700001e-29,Downregulated,PcB target,ADAMTS18
39,DYRK3,344.726450627635,-1.74956170652789,0.157599901487137,6.99243230498903e-31,1.00403101508695e-28,Downregulated,PcB target,DYRK3
40,RGS12,1304.72421358952,1.04342935709182,0.0934686068494873,1.66163744884456e-30,2.31774686435975e-28,Upregulated,PcB target,RGS12
41,TFAP2A,178.533274896873,-6.53056860206655,0.591552690268648,1.73825667231733e-29,2.18997911593631e-27,Downregulated,PcB target,TFAP2A
42,SEZ6,268.453434835007,-5.10243808997282,0.461114376478163,4.01076638574023e-29,4.92592742017203e-27,Downregulated,PcB target,SEZ6
43,IGSF9B,304.547564036742,-2.44422606515817,0.230971968734125,1.50488001449167e-27,1.68892511051686e-25,Downregulated,PcB target,IGSF9B
44,RTN1,416.439090520945,-2.09626020277785,0.201389497745292,2.03532106482194e-27,2.27118570021959e-25,Downregulated,PcB target,RTN1
