,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,0.181410107948026,0.295464809820011,0.613982111976502,0.539227147849767,0.966024361350002,Non-PcB,2.88502636896889
2,A2M,2587.74952662486,0.572962348755669,0.334733678351043,1.71169615073745,0.0869526783610333,0.796096955337688,Non-PcB,5.17123939370878
3,A2ML1-AS1,112.690024666431,0.301636196058943,0.331961099100611,0.908649226900898,0.363535312994942,0.944629249523626,Non-PcB,2.82774304669423
4,AAAS,700.039279100862,-0.253202316297704,0.123632477676841,-2.04802428177118,0.0405576202128305,0.704820724878405,Non-PcB,6.14121873202511
5,AACS,343.969032104256,0.116086702535611,0.158943916018254,0.730362667812203,0.465168531500711,0.959504298363439,PcB target,5.07796610712225
6,AADAT,253.155607114976,0.0322539719733646,0.17851045083622,0.180683942157297,0.856615663631042,0.98434667974855,Non-PcB,5.09648786466389
7,AAGAB,521.255212311421,-0.0550751168743653,0.148894835199741,-0.369892728652963,0.711462419505057,0.978079207497662,PcB target,5.52619894523149
8,AAK1,377.989587636457,0.0564038719082092,0.152031719226881,0.371000684561333,0.710637021834899,0.978016040570289,Non-PcB,5.20904511320437
9,AAMDC,401.794267214454,0.225930945877346,0.124898252176517,1.80891999639868,0.0704634333452146,0.773133949378972,Non-PcB,5.57947561364882
10,AAMP,957.606125803784,0.135848993260286,0.0909435463135877,1.49377277186726,0.135235020503813,0.839745983908379,Non-PcB,6.65819449196705
11,AAR2,484.430434673382,-0.137280398844702,0.136182046817334,-1.00806532177359,0.313423104240623,0.926100256861299,Non-PcB,5.58333551586659
12,AARS1,2944.37884072252,-0.0636727940508522,0.10514697017477,-0.605559950467601,0.54480700369612,0.966617736695392,Non-PcB,8.16422115165416
13,AARS2,421.559749159999,-0.0713720427491576,0.144944275578555,-0.492410220853988,0.622429375304301,0.970381435800516,PcB target,5.41385484180202
14,AASDH,99.3939047281389,0.134454975592985,0.289497952613194,0.46444188768628,0.642331185299664,0.971028329509394,Non-PcB,3.52275940572948
15,AASDHPPT,707.308042767516,-0.120156995663263,0.134818530676079,-0.891249853122622,0.372795144736238,0.946934907435199,Non-PcB,6.0079530995327
16,AASS,433.306453755428,-0.0400403605568067,0.169857272312792,-0.23572944514894,0.813642619756309,0.984265293259677,Non-PcB,5.56558555409966
17,AATF_1,72.9183454937874,1.68914984708779,1.21888307541672,1.38581778774005,0.165802549433966,0.871317178174935,Non-PcB,2.76902983732928
18,ABALON,449.883200690767,0.160858436280713,0.122859454464687,1.3092882186527,0.190436738884577,0.888456787135157,Non-PcB,5.49448817479583
19,ABAT,1266.17466228023,0.189464735521924,0.130196774494739,1.45521835127782,0.14560882202494,0.842457364780331,Non-PcB,6.90474191148938
20,ABCA2,625.282225325304,0.277623883950621,0.211129070487217,1.31494863928476,0.188527164406245,0.887297912757155,Non-PcB,5.84202433315045
21,ABCA3,2342.08229696431,0.0606336591687193,0.150209776352026,0.403659872488063,0.686462851461064,0.976500238580076,Non-PcB,8.13960212249821
22,ABCA5,90.8987030051448,0.314596340833128,0.319503223191545,0.984642150681921,0.324799877536258,0.928277219273284,PcB target,3.16242051003613
23,ABCA7,55.3698427437754,0.132406555204044,0.374152233766937,0.35388417669189,0.723425685870051,0.980970414229529,Non-PcB,3.02789712651875
24,ABCB1,64.8269237269323,-0.333801020741196,0.351892734153773,-0.948587419811086,0.342830491771303,0.936522191527267,PcB target,3.69003031822723
25,ABCB10,489.787786360601,-0.251855906851278,0.133726841706661,-1.88336091421154,0.0596514734748866,0.769303690250216,Non-PcB,5.64276208046186
26,ABCB4,81.7792350024347,-0.0835538216781732,0.280980767096552,-0.29736491412404,0.766187927265773,0.982900036896358,Non-PcB,3.74731495581276
27,ABCB6,596.055516739684,-0.0334467383329286,0.158735464618929,-0.210707408160003,0.833115593512326,0.984265293259677,Non-PcB,6.2580662108752
28,ABCB7,332.233628338401,0.108557941738485,0.153597022922403,0.70677113184237,0.47970871712947,0.961024775136753,Non-PcB,5.23260980748883
