,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,0.306014800098142,0.297919098620955,1.02717416075257,0.304338462917496,0.887947184525692,Non-PcB,2.82280656907803
2,A2M,2587.74952662486,0.229795016200584,0.332867868601352,0.690349048005563,0.489974710298363,0.921884357603149,Non-PcB,5.30542048035318
3,A2ML1-AS1,112.690024666431,0.0443353582188082,0.327928293091832,0.135198331930428,0.892455065912593,0.990952692845241,Non-PcB,2.95132748488984
4,AAAS,700.039279100862,-0.209109951476268,0.123830774169595,-1.68867515267148,0.0912816998313334,0.784368324029777,Non-PcB,6.11105306551966
5,AACS,343.969032104256,0.0920078799387282,0.158820763871449,0.579318961173114,0.56237397374581,0.936419339989227,PcB target,5.07965452311583
6,AADAT,253.155607114976,0.101334343075771,0.179026341694587,0.566030351268886,0.571373148163775,0.936981882686414,Non-PcB,5.05328528278937
7,AAGAB,521.255212311421,-0.136149916164103,0.148458781193755,-0.917089006587037,0.359096001280016,0.905158660390202,PcB target,5.56116667059295
8,AAK1,377.989587636457,-0.0256975948614345,0.151551146309517,-0.169563843541979,0.86535315938117,0.990855603425773,Non-PcB,5.23931064317811
9,AAMDC,401.794267214454,0.0708743163127757,0.123924004957465,0.571917574299686,0.567377817280252,0.936419339989227,Non-PcB,5.6456390224781
10,AAMP,957.606125803784,0.144482566255072,0.0909825937321201,1.58802426187664,0.112280852990126,0.804165886077851,Non-PcB,6.64893080657034
11,AAR2,484.430434673382,-0.247133760321126,0.135612431180001,-1.82235329144052,0.068401396956064,0.746156975365263,Non-PcB,5.63478750469919
12,AARS1,2944.37884072252,0.00505585257423606,0.105246685868183,0.0480381166640087,0.961685864953807,0.997376732610777,Non-PcB,8.12476229653153
13,AARS2,421.559749159999,0.0864316595618031,0.14599581644484,0.592014632107342,0.553840790273845,0.934399385551364,PcB target,5.3368126303165
14,AASDH,99.3939047281389,-0.039099942036596,0.287645704202182,-0.1359309089807,0.891875900417627,0.990952692845241,Non-PcB,3.60035886994946
15,AASDHPPT,707.308042767516,-0.0393324258841795,0.13515023944801,-0.29102742285048,0.771030346404426,0.975211035783282,Non-PcB,5.96137756836179
16,AASS,433.306453755428,0.0880055203085551,0.170511197452127,0.516127513169706,0.605765353039755,0.945540715021558,Non-PcB,5.4995517294564
17,AATF_1,72.9183454937874,0.875607468529882,1.21251022648006,0.722144398791412,0.470205703562055,0.918126426207719,Non-PcB,3.01047023995634
18,ABALON,449.883200690767,0.146563267131687,0.12272945946561,1.19419793560449,0.232400550447169,0.85812238514791,Non-PcB,5.49277659917102
19,ABAT,1266.17466228023,0.216397763090256,0.130288922493491,1.66090684417985,0.0967321574772696,0.786806216687456,Non-PcB,6.88527311738326
20,ABCA2,625.282225325304,0.0442421616808132,0.210436210848769,0.210240250489057,0.83348016616319,0.984590134976501,Non-PcB,5.94620927129802
21,ABCA3,2342.08229696431,0.219395962317908,0.150351742782015,1.45921795290391,0.14450512907128,0.826136620026721,Non-PcB,8.04652884382943
22,ABCA5,90.8987030051448,0.411734017005489,0.321094038656613,1.28228483695335,0.199742745098258,0.850600012613383,PcB target,3.11471105989289
23,ABCA7,55.3698427437754,0.413521677149641,0.378514561807724,1.09248551805967,0.274619752459205,0.875758121932015,Non-PcB,2.92536647940907
24,ABCB1,64.8269237269323,-0.266245872248437,0.352393193153087,-0.755536365121485,0.449927221309803,0.916081845132608,PcB target,3.63796224044909
25,ABCB10,489.787786360601,-0.125375318268217,0.134448273122824,-0.932517133586989,0.351069336275512,0.902746464490702,Non-PcB,5.56851741072025
26,ABCB4,81.7792350024347,0.162839198464609,0.283818975449934,0.573743169238287,0.566141611091737,0.936419339989227,Non-PcB,3.62253614821288
27,ABCB6,596.055516739684,0.208846009998278,0.159547681687857,1.30898805792032,0.190538395988451,0.842993257112223,Non-PcB,6.13508588604951
