,Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,effect,target,Label
1,DMRTA2,523.923170832472,-5.6179746672263,0.238885475977227,3.57994955508027e-123,2.33030849705358e-119,Downregulated,PcB target,DMRTA2
2,GSN,996.987558813967,-2.93051628980044,0.1285606447621,1.51871800343594e-115,7.41438129277425e-112,Downregulated,PcB target,GSN
3,SFRP1,671.658757173415,-6.39654271800234,0.30772015760542,3.6050201807221e-97,8.79985426114264e-94,Downregulated,PcB target,SFRP1
4,EYA4,799.790347207316,-3.36642645992325,0.188324213577144,7.11644854863272e-72,1.06900005582846e-68,Downregulated,PcB target,EYA4
5,ABLIM1,1572.91711703577,2.42848607798024,0.139393707565548,3.86003634369998e-69,5.38419926569809e-66,Upregulated,PcB target,ABLIM1
6,PDLIM3,306.644767021359,-4.24695690214346,0.243777912349073,1.82637783735113e-68,2.36988750695262e-65,Downregulated,PcB target,PDLIM3
7,ITPKB,1892.84488715906,-1.99683961166826,0.119389371139547,8.75330508598583e-65,8.9965548273227e-62,Downregulated,PcB target,ITPKB
8,MAGEA6,347.412354860506,6.08019631889356,0.37523136984556,4.06232887831128e-60,3.30538159731928e-57,Upregulated,PcB target,MAGEA6
9,NT5E,285.760101132116,-4.67014897214107,0.295934379929666,1.0747618369644e-56,6.99598305074693e-54,Downregulated,PcB target,NT5E
10,RAB29,194.42488404359,-3.75965241281548,0.253067300776833,2.39983205421658e-50,1.17159800886853e-47,Downregulated,PcB target,RAB29
11,CDH8,376.692191224155,2.8913898470958,0.199308834077924,2.74223337693658e-48,1.1900074085515e-45,Upregulated,PcB target,CDH8
12,ANK1,387.022508081908,-3.50751470899701,0.24742843795504,4.99078402454592e-46,1.83886849870439e-43,Downregulated,PcB target,ANK1
13,STOM,467.772332509094,-2.65724079531838,0.189239989452546,1.24761217798723e-45,4.27427554591834e-43,Downregulated,PcB target,STOM
14,SLIT2,479.803631262113,3.44111781874288,0.244196317525861,1.64036181954578e-45,5.52292855380863e-43,Upregulated,PcB target,SLIT2
15,ARHGAP29,510.923699849386,-2.99197838507196,0.213710749588785,4.48808215752444e-45,1.46072113953562e-42,Downregulated,PcB target,ARHGAP29
16,LINC01694,235.092491066917,4.35321860873411,0.312771727346437,1.48472464518728e-44,4.75306604446185e-42,Upregulated,PcB target,LINC01694
17,RPS6KA2,1046.16865006708,1.84933894415071,0.136000400003345,2.82018807631268e-44,8.74168773876731e-42,Upregulated,PcB target,RPS6KA2
18,HSPA12A,351.116945842277,2.63427452186417,0.191337412981167,5.30710799611578e-44,1.59441853766383e-41,Upregulated,PcB target,HSPA12A
19,WLS,2402.79526408905,1.56343269120123,0.11807845825402,3.51168579275204e-42,9.65861974096646e-40,Upregulated,PcB target,WLS
20,S1PR3,195.331212884121,-4.75652891623996,0.361147000185608,3.11063656137832e-40,7.88889750267479e-38,Downregulated,PcB target,S1PR3
21,CAVIN1,930.208149203013,-4.28437232468739,0.326793163657601,8.94373660045336e-40,2.21080111814751e-37,Downregulated,PcB target,CAVIN1
22,PCDH1,289.425689217522,-2.90970530623443,0.222959882537858,1.57190744030665e-39,3.78965536966768e-37,Downregulated,PcB target,PCDH1
23,ADARB2,321.128403819339,7.10128141419376,0.56340843609238,5.09467193224824e-38,1.15684597084818e-35,Upregulated,PcB target,ADARB2
