,Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,effect,target,Label
1,FAM41C,0.333851606623279,-3.02229266039125e-06,0.0112946093509293,0.85122857693177,1,NS,PcB target,NA
2,SAMD11,220.364239828292,-7.50941067019921e-05,0.0112753034167641,0.909299219860472,1,NS,PcB target,NA
3,KLHL17,143.178068955403,0.00063718847458855,0.0112837482408127,0.197996656055993,1,NS,PcB target,NA
4,PLEKHN1,3.58383385891865,5.64571773760826e-05,0.0112942008535085,0.562149207382902,1,NS,PcB target,NA
5,PERM1,1.30166532806867,0,0.0112945272251101,1,1,NS,PcB target,NA
6,ISG15,333.044441017627,-0.000962251038236823,0.0112718188266682,0.178899760449769,1,NS,PcB target,NA
7,LOC100288175,7.01654206495136,1.92570112092176e-05,0.0112940330292851,0.867270571328401,1,NS,PcB target,NA
8,RNF223,0.69742677017827,8.65035019449094e-06,0.0112945869812593,0.754465344822875,1,NS,PcB target,NA
9,C1orf159,251.55151644887,0.00107427435436947,0.0112777611315288,0.0811565117894032,1,NS,PcB target,NA
10,TTLL10,1.7392998072335,-5.97303117646508e-06,0.0112944217818865,0.929022211125544,1,NS,PcB target,NA
11,TNFRSF18,1.10661894956092,-2.69613797020174e-05,0.0112945337820759,0.543214083328884,1,NS,PcB target,NA
12,SDF4,2238.90482123054,1.2834586727258e-05,0.0112401268666845,0.990714357132534,1,NS,PcB target,NA
13,C1QTNF12,5.50784954289656,-3.02674653675717e-05,0.0112943612219468,0.692663173933471,1,NS,PcB target,NA
14,ATAD3C,3.07156791395054,0.000101752095810646,0.0112943080171985,0.226098832015747,1,NS,PcB target,NA
15,ATAD3B,479.693478662751,0.000251225887553341,0.0112626404706294,0.766751202355424,1,NS,PcB target,NA
16,SSU72,1382.73618079939,0.000140851893715961,0.0112333285697713,0.904070566179271,1,NS,PcB target,NA
17,CFAP74,3.05871444114949,-4.88767476434067e-05,0.0112944154831999,0.472986206524493,1,NS,PcB target,NA
18,GABRD,0.623626824868811,9.05966731572203e-06,0.0112946007602124,0.670606311140806,1,NS,PcB target,NA
19,MEGF6,136.135748727977,0.000188702170733505,0.0112893063354981,0.585793734295704,1,NS,PcB target,NA
20,TP73,83.2730767526953,0.000461191354564827,0.011286895756724,0.269173150852671,1,NS,PcB target,NA
21,HES3,2.89081224459832,3.09574737537783e-05,0.0112944944178832,0.562391791497082,1,NS,PcB target,NA
22,LINC01672,0.0865049811293523,3.08088864798891e-06,0.0112946132363052,0.814226507773153,1,NS,PcB target,NA
23,CAMTA1,545.811423009138,-0.000413806693801274,0.0112510944893473,0.674967713376903,1,NS,PcB target,NA
24,VAMP3,532.668075669498,-0.0003838595591987,0.0112529158997074,0.691134752758262,1,NS,PcB target,NA
25,TNFRSF9,2.29990965130406,4.94619744541647e-05,0.0112945037535544,0.336176810086921,1,NS,PcB target,NA
26,PARK7,3437.56866646589,-0.000517794958384044,0.0112159187066394,0.695243346702921,1,NS,PcB target,NA
27,ERRFI1,775.086956183499,0.000220886935097718,0.011270048348706,0.766246961799424,1,NS,PcB target,NA
28,SLC45A1,9.77412592895216,2.02305644190395e-05,0.0112938095984209,0.881192210268599,1,NS,PcB target,NA
29,MIR34AHG,1.82496053232603,0,0.0112945231255004,1,1,NS,PcB target,NA
30,H6PD,486.763757611383,0.000144912749937326,0.0112651679748291,0.858533185108291,1,NS,PcB target,NA
31,PIK3CD,84.4246731214277,-0.000179178420350545,0.0112868020745223,0.669584337879076,1,NS,PcB target,NA
32,CASZ1,31.9043975399408,0.000434511190106716,0.0112916295481191,0.0945032299580218,1,NS,PcB target,NA
33,C1orf127,1.92997407659036,8.45532540669519e-05,0.0112944844109885,0.12773911934957,1,NS,PcB target,NA
34,DRAXIN,367.41153129123,0.000299111547378013,0.011284044572502,0.540096479531432,1,NS,PcB target,NA
35,C1orf167,105.654022763756,0.000472907043264238,0.0112838056672771,0.338104322131566,1,NS,PcB target,NA
36,TNFRSF8,4.1014586515077,1.58580306469843e-05,0.0112943596196495,0.836444197353259,1,NS,PcB target,NA
37,DHRS3,1.2449355071449,4.34738095685156e-05,0.0112945206161861,0.36089843408349,1,NS,PcB target,NA
38,TMEM51,197.869054642941,2.00888474998584e-05,0.0112815024979565,0.97051937573558,1,NS,PcB target,NA
39,FHAD1,108.681890436955,-2.7031406767137e-05,0.0112887369222107,0.940856241788879,1,NS,PcB target,NA
40,EFHD2,541.989677061856,0.000357062511610285,0.0112674586909483,0.647518191534285,1,NS,PcB target,NA
41,CLCNKA,0.209252241490355,2.72059028226122e-06,0.0112946132571854,0.83539868050134,1,NS,PcB target,NA
42,CLCNKB,0.543400593910495,-7.30180476652207e-06,0.0112945934767678,0.769017697165402,1,NS,PcB target,NA
43,LINC01783,3.73200376495436,-9.07006619574724e-05,0.0112942088309341,0.347112387964509,1,NS,PcB target,NA
44,NBPF1,222.692584371358,-7.27824971718611e-05,0.011278377762324,0.904188993520544,1,NS,PcB target,NA
45,ESPNP,0.413449357547256,5.16907679368306e-06,0.0112946028335038,0.797755398861658,1,NS,PcB target,NA
46,LOC105376805,0.0915223218543122,0,0.0112946133130728,1,1,NS,PcB target,NA
47,RNU1-2,1.64785530233918,-1.06614763388215e-06,0.0112945250688501,0.981713065782474,1,NS,PcB target,NA
48,RCC2,2559.1180069179,0.000951267474088983,0.0112413933926386,0.382845481955228,1,NS,PcB target,NA
49,PAX7,0.724424439589608,4.51100917149504e-06,0.0112945731672586,0.890671253149317,1,NS,PcB target,NA
50,IFFO2,547.64713555271,-0.000311498588170226,0.0112587006582088,0.728449963864566,1,NS,PcB target,NA
51,CAMK2N1,121.132682439765,0.00069708608357902,0.0112828440019,0.17596643370691,1,NS,PcB target,NA
52,NBPF3,137.752271556953,-0.00017385567782539,0.0112811189511585,0.752552613121625,1,NS,PcB target,NA
53,ALPL,80.6220534893764,0.000245909760265713,0.0112890210181577,0.489036688842131,1,NS,PcB target,NA
54,RAP1GAP,315.245472680716,-0.000380105047323364,0.0112724636928979,0.590166836790063,1,NS,PcB target,NA
55,WNT4,2.79770507855709,4.30776203069419e-05,0.0112944619104753,0.472173201890953,1,NS,PcB target,NA
56,HTR1D,5.5304563379358,2.75598797982327e-05,0.011294440157114,0.666185762905637,1,NS,PcB target,NA
57,HMGCL,138.433986450786,9.96495284603971e-05,0.0112810977402889,0.856708068016558,1,NS,PcB target,NA
58,SRSF10,2148.24597755652,-1.8771356407935e-05,0.0112251246077571,0.987954153769376,1,NS,PcB target,NA
59,IFNLR1,0.147446992112666,-1.98968179796588e-06,0.0112946133120669,0.878782650410931,1,NS,PcB target,NA
60,GRHL3,85.8222839586849,-0.000457503673974598,0.0112844149210652,0.340128198721557,1,NS,PcB target,NA
61,RCAN3,15.6978712322223,7.01824833030488e-05,0.0112936862651607,0.629042725803978,1,NS,PcB target,NA
62,NCMAP,1.24981547363831,0,0.0112945467468975,1,1,NS,PcB target,NA
63,RUNX3,6.05095553250565,3.43272534071148e-05,0.0112944789043333,0.544360366321853,1,NS,PcB target,NA
64,RSRP1,165.269528421937,9.7514123498562e-05,0.0112876883044545,0.805213117572697,1,NS,PcB target,NA
65,RHCE,27.6431122748788,0.000273105334775489,0.0112912297593139,0.323580543162974,1,NS,PcB target,NA
66,LDLRAP1,79.2431264062841,5.28195967746105e-05,0.0112867152142879,0.900444670843809,1,NS,PcB target,NA
67,MAN1C1,194.144018118553,-0.000662371109812836,0.011278060373095,0.2779427496302,1,NS,PcB target,NA
68,PAQR7,201.084591979238,0.00059990365027899,0.0112809805908655,0.279088549385025,1,NS,PcB target,NA
69,SLC30A2,0.113495243494666,-1.98718851396394e-06,0.0112946133118514,0.878935094870897,1,NS,PcB target,NA
70,TRIM63,0.755587397086439,0,0.0112945921419453,1,1,NS,PcB target,NA
71,PDIK1L,175.458035651615,-0.000498156443668143,0.0112816730721907,0.356297026354325,1,NS,PcB target,NA
72,FAM110D,5.41365588164016,-0.000107005240533007,0.0112940033421935,0.364896451533457,1,NS,PcB target,NA
73,ZNF683,0.302348977328519,3.2825103778531e-06,0.011294613227453,0.802425601190984,1,NS,PcB target,NA
74,DHDDS,342.70889516233,0.000295088914580789,0.0112662548249771,0.711530954454414,1,NS,PcB target,NA
75,RPS6KA1,218.302509848049,-1.32458787838612e-05,0.0112745378771279,0.984274879679293,1,NS,PcB target,NA
76,PIGV,65.9820490312242,-0.000175099847356497,0.0112858736305985,0.693363708673004,1,NS,PcB target,NA
77,TRNP1,14.7259547700077,-4.4937070793526e-05,0.0112939061638949,0.723565799802842,1,NS,PcB target,NA
78,TMEM222,478.630489323789,0.000243185683188698,0.0112625746855984,0.774233971253681,1,NS,PcB target,NA
79,IFI6,70.8395013002689,-0.000551477794969585,0.0112893949113092,0.108273191847723,1,NS,PcB target,NA
80,SMPDL3B,1.95325595766736,-1.99114608866886e-06,0.0112944239368884,0.9761820834227,1,NS,PcB target,NA
81,SESN2,444.293757880889,0.00100906859885244,0.0112737916988173,0.140354957102823,1,NS,PcB target,NA
82,MED18,91.5079953792658,3.12644052868733e-06,0.0112854888680634,0.994502153474689,1,NS,PcB target,NA
83,OPRD1,24.0467289320017,0.000361924046631363,0.0112918774365593,0.145863963838603,1,NS,PcB target,NA
84,TINAGL1,0.520961658819736,-5.62433987322508e-07,0.0112945779360256,0.985586906638171,1,NS,PcB target,NA
85,HCRTR1,538.59405423622,-0.000664942795837716,0.0112535197683946,0.488156971196537,1,NS,PcB target,NA
86,PEF1,612.519042748482,0.000470974418070001,0.0112604539085695,0.590486696618133,1,NS,PcB target,NA
87,COL16A1,94.4473961966146,0.000671596048366749,0.0112878994569141,0.0845548077661234,1,NS,PcB target,NA
88,ADGRB2,3477.96314154189,0.000652410259810705,0.0112651382480455,0.422519376895845,1,NS,PcB target,NA
89,SPOCD1,15.7009976278305,0.00016479323093833,0.0112936929811291,0.254958139818272,1,NS,PcB target,NA
90,BSDC1,695.134427423804,0.000155210456986612,0.0112554200193003,0.868426931562603,1,NS,PcB target,NA
91,ZBTB8B,15.0399963345483,0.000186507026871776,0.0112932626262859,0.286903735006438,1,NS,PcB target,NA
92,ZBTB8A,169.352805826442,-0.00129197490462677,0.0112756259228484,0.0480974930875358,1,NS,PcB target,NA
93,TMEM54,43.3450672528352,0.000343002931326575,0.0112908042510032,0.242536061668504,1,NS,PcB target,NA
94,RNF19B,236.121819316584,0.000496805685760389,0.0112755838598448,0.447736980007319,1,NS,PcB target,NA
95,AZIN2,14.524417679725,-0.000119926652406648,0.0112933864571408,0.472580228005617,1,NS,PcB target,NA
96,ZSCAN20,55.0138565460366,7.34477330122195e-05,0.0112899132331186,0.821708652221713,1,NS,PcB target,NA
97,SFPQ,6696.80672729238,0.000631818435939862,0.0111983516001724,0.664975115998603,1,NS,PcB target,NA
98,C1orf216,354.888618223895,-1.00331452689622e-05,0.0112625192873407,0.990565952283715,1,NS,PcB target,NA
99,POU3F1,3.07584032367039,-4.76478689085486e-05,0.0112943589417839,0.535594338151234,1,NS,PcB target,NA
100,MACF1,4493.71570491938,0.00222081993238248,0.0112413631960276,0.041675555621457,1,NS,PcB target,NA
101,HPCAL4,8.0009352187026,-0.000110328630707273,0.0112939533289747,0.368896945965658,1,NS,PcB target,NA
102,PPIE,502.715346423883,-0.000360524068926887,0.0112565975068442,0.696055417163057,1,NS,PcB target,NA
103,LOC101929536,0.644632780566874,5.84785800519444e-06,0.0112945867222574,0.833177733327773,1,NS,PcB target,NA
104,MYCL,80.8520944150702,-0.00013993075926114,0.011287492589354,0.727096568178834,1,NS,PcB target,NA
105,CITED4,16.8915159991373,0.000271379067648288,0.0112932159781782,0.127604925458494,1,NS,PcB target,NA
106,RIMKLA,65.8797381223985,0.000204843768562676,0.0112892451300862,0.55640972114239,1,NS,PcB target,NA
107,CDC20,1296.22949213262,-0.000115392411409547,0.0112877579268882,0.769298090871265,1,NS,PcB target,NA
108,RNF220,875.933880056662,0.00096314785688536,0.0112469893306868,0.350590329588942,1,NS,PcB target,NA
109,HPDL,30.6578171757889,-3.43340716291361e-05,0.0112902600355345,0.912848632089269,1,NS,PcB target,NA
110,TESK2,29.9541505841978,-1.7492309819853e-05,0.0112912067536583,0.949757004086259,1,NS,PcB target,NA
111,LINC01398,0.022405053975525,0,0.0112946133130728,1,1,NS,PcB target,NA
112,DMBX1,1.14248276627672,-2.28074521378382e-05,0.0112945337382531,0.607138455807168,1,NS,PcB target,NA
113,MKNK1-AS1,109.551299557171,0.000230731033171398,0.0112819812685262,0.66544273769956,1,NS,PcB target,NA
114,TAL1,0.997994630487297,1.89031727039056e-05,0.0112945802387357,0.53253670883019,1,NS,PcB target,NA
115,LINC01389,43.1767321139188,9.86392928424217e-05,0.011290928627776,0.732583825027309,1,NS,PcB target,NA
116,DMRTA2,523.923170832472,0.000145065145785932,0.0112925282851651,0.504528902742621,1,NS,PcB target,NA
117,CDKN2C,1482.28497779429,0.000433023239282872,0.0112386664405898,0.698341866282546,1,NS,PcB target,NA
118,NRDC,2582.25140634537,0.000981669168496776,0.0112205185290087,0.444261863118992,1,NS,PcB target,NA
