,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,effect,Label
1,GSN,997.004540414557,3.01852078926488,0.131178595301893,23.0107723163072,3.6364248270605e-117,1.46875198764974e-113,Upregulated,GSN
2,EYA4,799.808935688509,4.52626834097878,0.208356303589866,21.7236928424705,1.22523365203867e-104,3.53479908613156e-101,Upregulated,EYA4
3,SFRP1,671.672643877303,7.26083866886833,0.375506543287525,19.3361175688188,2.66823808387246e-83,4.89864255489131e-80,Upregulated,SFRP1
4,ITPKB,1892.88011847662,2.15757949741193,0.119706830655375,18.0238628455832,1.26588045970546e-72,1.70429705891678e-69,Upregulated,ITPKB
5,DMRTA2,523.936408717557,7.64809792666188,0.453806671786764,16.8532073284625,9.93759165327167e-64,8.36206930990922e-61,Upregulated,DMRTA2
6,ANK1,387.031114382409,4.36911240979379,0.261750754140379,16.6918808854724,1.50164437160473e-62,1.2130283233823e-59,Upregulated,ANK1
7,PCDH1,289.431154026496,4.70755239801267,0.292811620422126,16.0770682229965,3.69454213257941e-58,2.33160244898254e-55,Upregulated,PCDH1
8,ABLIM1,1572.92802580693,-2.1877253993093,0.138715181385896,-15.7713480056894,4.89928517919846e-56,2.82688754839751e-53,Downregulated,ABLIM1
9,CCND2,2303.22744504617,1.45525752820682,0.0941030595918213,15.4645081097161,6.02315922410737e-54,3.11891539822688e-51,Upregulated,CCND2
10,SLIT2,479.807136231711,-3.69767877441508,0.241427141998631,-15.3159199243474,5.98589414868944e-53,2.9484178617752e-50,Downregulated,SLIT2
11,NT5E,285.765728648728,6.27630368555417,0.413593592209831,15.1750505901696,5.17378365964555e-52,2.42987351178004e-49,Upregulated,NT5E
12,IGSF9B,304.554298864788,3.4785188994296,0.229353168321712,15.1666485572604,5.88036810840172e-52,2.69895531702665e-49,Upregulated,IGSF9B
13,PDLIM3,306.651453292998,6.49373302047558,0.432578846283023,15.0116749264871,6.15730242980191e-51,2.64567494829467e-48,Upregulated,PDLIM3
14,CDH11,225.328322120498,-3.48313670626519,0.232829041005452,-14.9600612158328,1.33902813821065e-50,5.63368192732584e-48,Downregulated,CDH11
15,STOM,467.781230913486,2.7708058496846,0.187224218088476,14.7993986994524,1.47797949765324e-49,5.85250901080533e-47,Upregulated,STOM
16,NAB1,362.673664940507,-2.34634255595901,0.159030480442454,-14.7540430578529,2.89772375315001e-49,1.12537559990124e-46,Downregulated,NAB1
17,RUNX1,245.64295023153,3.42982347182588,0.238352511194097,14.389709823669,6.00473180448943e-47,1.95589610954297e-44,Upregulated,RUNX1
18,RAB29,194.429221899749,3.71396733893984,0.25861357429156,14.36106882291,9.08156796769122e-47,2.9111470651988e-44,Upregulated,RAB29
19,S1PR3,195.335278294379,5.43555208118905,0.378896649797008,14.3457380372751,1.1328863724004e-46,3.51979081394246e-44,Upregulated,S1PR3
20,RIMS4,1156.44796431947,2.63701975459851,0.183977888503598,14.3333515567928,1.35424049093158e-46,4.08192339020346e-44,Upregulated,RIMS4
21,MAGEA6,347.413501605683,-7.57269927673623,0.528568179580202,-14.3268164246107,1.48786390810561e-46,4.41873700355776e-44,Downregulated,MAGEA6
22,ADARB2,321.129816544504,-6.64571814456082,0.465555479380503,-14.274814579358,3.14122180899126e-46,9.19376441051863e-44,Downregulated,ADARB2
23,ARHGAP29,510.936321547192,3.0098376907011,0.214993603336937,13.9996615898571,1.56614702903671e-44,4.39282489602728e-42,Upregulated,ARHGAP29
24,CHST2,258.386662350014,3.23655646963505,0.234907169406326,13.7780233690385,3.45605832400188e-43,9.30601304709573e-41,Upregulated,CHST2
25,TNFRSF19,322.501485221999,2.30562089494782,0.168366035273763,13.6940974537939,1.10120152383651e-42,2.88815126933486e-40,Upregulated,TNFRSF19
26,RTN1,416.446219861853,2.66197580799387,0.195130085150497,13.6420573277606,2.25118796703662e-42,5.61268407337092e-40,Upregulated,RTN1
27,CAVIN1,930.227101754107,4.44968190795933,0.33230251449034,13.390455124253,6.87581157968464e-41,1.63361193943213e-38,Upregulated,CAVIN1
28,CDH8,376.694766636911,-2.50881002484804,0.187657445204446,-13.3690940005859,9.16503655246995e-41,2.15218503694338e-38,Downregulated,CDH8
29,LINC01694,235.093558546334,-3.58833979576735,0.271674044692177,-13.2082540304252,7.86270763882028e-40,1.80440205415881e-37,Downregulated,LINC01694
30,LIMS2,165.074455726464,-4.33213183529647,0.336677613346674,-12.8672999438062,6.87641754758689e-38,1.41703318748487e-35,Downregulated,LIMS2
31,HEY2,169.874080117948,3.13779211841151,0.25133245762447,12.484627525108,9.05661748444012e-36,1.60437184296726e-33,Upregulated,HEY2
32,SEZ6,268.459243154996,6.16453575455258,0.506162711190325,12.178960674633,4.02376684789013e-34,6.44920408675723e-32,Upregulated,SEZ6
33,MAML3,141.857864698744,3.85161722834003,0.326359316561758,11.8017688874869,3.82191877739685e-32,5.59301809489343e-30,Upregulated,MAML3
34,PERP,119.260959501642,-4.81567225989747,0.411885207734099,-11.6917824905388,1.40408405499771e-31,1.94215599251225e-29,Downregulated,PERP
35,SVIL,2068.69820135318,1.50115133447383,0.12943930709311,11.5973375335979,4.25098358823827e-31,5.68533864665377e-29,Upregulated,SVIL
36,OTULINL,322.327415955249,-8.4310593384575,0.728189990477447,-11.5781038584856,5.32099771949846e-31,7.02336921210924e-29,Downregulated,OTULINL
37,CPNE5,227.239070244209,3.47550703462153,0.301553237891132,11.5253514070251,9.83102697775593e-31,1.27267685779347e-28,Upregulated,CPNE5
