,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target,avgcounts
1,A1BG,69.9371817339152,-0.106792798390207,0.302907987680461,-0.352558541648176,0.724419423105306,1,Non-PcB,2.73687958549951
2,A2M,2587.74952662486,1.18958733623042,0.333442428278127,3.56759438915247,0.000360273618354181,0.167740728012237,Non-PcB,5.52595933346454
3,A2ML1-AS1,112.690024666431,0.318582988769236,0.333963178604663,0.953946450325192,0.340110749215634,1,Non-PcB,2.88495862898484
4,AAAS,700.039279100862,-0.123797730816466,0.123736931998881,-1.00049135546358,0.31707277900691,1,Non-PcB,6.19449102361981
5,AACS,343.969032104256,0.0235104133723158,0.160546858972612,0.146439572363895,0.88357438978029,1,PcB target,5.02586792381639
6,AADAT,253.155607114976,-0.131935915072729,0.18044812970175,-0.73115701055365,0.4646832550664,1,Non-PcB,5.00728438119699
7,AAGAB,521.255212311421,-0.0408962318637146,0.149597466427919,-0.273375163632331,0.784564842453639,1,PcB target,5.53032895957732
8,AAK1,377.989587636457,0.176059445945035,0.152245544856,1.1564177205419,0.247510336736463,1,Non-PcB,5.26416508616743
9,AAMDC,401.794267214454,0.349914574452225,0.125050573355595,2.79818448698516,0.00513907503174282,0.640936956148756,Non-PcB,5.63944277101711
10,AAMP,957.606125803784,-0.0129055341362023,0.0920866768165566,-0.140145508366113,0.88854502489291,1,Non-PcB,6.57434806512812
11,AAR2,484.430434673382,0.000430592559422301,0.13625950977268,0.00316009179939554,0.997478615739043,1,Non-PcB,5.64357220194246
12,AARS1,2944.37884072252,-0.120898282614042,0.105406544471774,-1.14697131207461,0.25139347766719,1,Non-PcB,8.12551254750566
13,AARS2,421.559749159999,0.0314722008235435,0.145249651760972,0.216676600886695,0.828460384591289,1,PcB target,5.45373832307718
14,AASDH,99.3939047281389,0.109086348505513,0.291341724103451,0.374427483194195,0.708086298922559,1,Non-PcB,3.50786493968793
15,AASDHPPT,707.308042767516,-0.0547898534522537,0.135169413015836,-0.405342097962906,0.685226066017423,1,Non-PcB,6.0338769859861
